name,country,category,language,status,code,latencyMs,httpStatus,urlHost,urlHash,checkedAt
"beIN SPORTS France","FR","World Cup 2026","French","ok","OK","535","200","www.beinsports.com","6199011f27a414f1","2026-09-11T02:36:17.530Z"
"BILD Sport","DE","Public Sports","German","ok","OK","404","200","sportbild.bild.de","d2d1b319c351294a","2026-09-11T02:37:13.236Z"
"Bleacher Report","US","Public Sports","English","ok","OK","77","200","bleacherreport.com","0ec6ce6edf4cdbb4","2026-09-11T02:36:59.470Z"
"BNT","BG","World Cup 2026","Bulgarian","ok","OK","1934","200","bnt.bg","3a93aed7fbd83544","2026-09-11T02:36:07.012Z"
"Caracol TV","CO","World Cup 2026","Spanish","ok","OK","84","200","www.caracoltv.com","7ee3f3b8ee8d8756","2026-09-11T02:36:16.160Z"
"CBC Sports","CA","Public Sports","English","ok","OK","255","200","www.cbc.ca","d7959c9d370624a2","2026-09-11T02:37:03.787Z"
"CBS Sports","US","Public Sports","English","ok","OK","62","200","www.cbssports.com","b2c475bd03d78c1c","2026-09-11T02:36:59.469Z"
"CCTV","CN","World Cup 2026","Chinese","ok","OK","540","200","sports.cctv.com","648e3b9271f711c4","2026-09-11T02:36:14.017Z"
"CCTV Sports","CN","Public Sports","Chinese","ok","OK","506","200","sports.cctv.com","648e3b9271f711c4","2026-09-11T02:37:31.611Z"
"Channel 4 Sport","GB","Public Sports","English","ok","OK","300","200","www.channel4.com","3bc05b5ef333cc60","2026-09-11T02:37:04.601Z"
"Chilevisión","CL","World Cup 2026","Spanish","ok","OK","1135","200","www.chilevision.cl","6185decaaed49beb","2026-09-11T02:36:14.016Z"
"CNA Sport","SG","Public Sports","English","ok","OK","454","200","www.channelnewsasia.com","dacb53a5e490f536","2026-09-11T02:37:33.966Z"
"ČT","CZ","World Cup 2026","Czech","ok","OK","1297","200","www.ceskatelevize.cz","0a549290da67eefe","2026-09-11T02:36:16.162Z"
"CTV","CA","World Cup 2026","English","ok","OK","800","200","www.ctv.ca","6ca42fdebecafbb9","2026-09-11T02:36:07.014Z"
"DD Sports","IN","Public Sports","Hindi","ok","OK","1156","200","prasarbharati.gov.in","99ad940f7c250310","2026-09-11T02:37:21.004Z"
"DR","DK","World Cup 2026","Danish","ok","OK","884","200","www.dr.dk","107f7d081df8ff9b","2026-09-11T02:36:16.164Z"
"DR Sporten","DK","Public Sports","Danish","ok","OK","591","200","www.dr.dk","a3c33d5736869e17","2026-09-11T02:37:24.606Z"
"Dubai Sports","AE","World Cup 2026","Arabic","ok","OK","980","200","www.dubaisports.ae","e25b3d134d62174d","2026-09-11T02:36:04.904Z"
"Emtek / SCTV","ID","World Cup 2026","Indonesian","ok","OK","1001","200","www.sctv.co.id","bc94e13f5d610b43","2026-09-11T02:36:27.388Z"
"ENTV","DZ","World Cup 2026","Arabic","ok","OK","2381","200","www.entv.dz","463913317b9c43fe","2026-09-11T02:36:17.526Z"
"ERT","GR","World Cup 2026","Greek","ok","OK","661","200","www.ert.gr","fc69e05a2e902978","2026-09-11T02:36:20.389Z"
"ESPN","US","Public Sports","English","ok","OK","35","202","www.espn.com","de94e4ace69de6fc","2026-09-11T02:36:59.468Z"
"ESPN Argentina","AR","Public Sports","Spanish","ok","OK","200","202","www.espn.com.ar","20b19f51513bc7bc","2026-09-11T02:37:23.107Z"
"ESPN Brasil","BR","Public Sports","Portuguese","ok","OK","281","202","www.espn.com.br","b8cceae0c73faeaf","2026-09-11T02:37:21.005Z"
"ESPN Netherlands","NL","Public Sports","Dutch","ok","OK","28","202","www.espn.nl","28e116c755c4ef51","2026-09-11T02:37:16.362Z"
"FOX","US","World Cup 2026","English","ok","OK","555","200","www.foxsports.com","393c63452e4fc775","2026-09-11T02:36:50.131Z"
"FOX Sports","US","Public Sports","English","ok","OK","94","200","www.foxsports.com","393c63452e4fc775","2026-09-11T02:36:59.468Z"
"FOX Sports Australia","AU","Public Sports","English","ok","OK","1192","200","www.foxsports.com.au","447a5c9ce9c7c15a","2026-09-11T02:37:19.742Z"
